,PARTIDO,NUM_VOTOS,PORCENTAJE
4086,PSOE,145,"35,98014888337468982630272952853598014888"
4069,PSOE,189,"45,76271186440677966101694915254237288136"
839,PSOE,109,"30,79096045197740112994350282485875706215"
5021,PSOE,178,"32,66055045871559633027522935779816513761"
2097,PSOE,122,"27,85388127853881278538812785388127853881"
4698,PSOE,225,"39,33566433566433566433566433566433566434"
4545,PSOE,181,"42,89099526066350710900473933649289099526"
6041,PSOE,74,"14,94949494949494949494949494949494949495"
2675,PSOE,171,"39,95327102803738317757009345794392523364"
2658,PSOE,143,"35,48387096774193548387096774193548387097"
4885,PSOE,181,"42,19114219114219114219114219114219114219"
2114,PSOE,158,"33,40380549682875264270613107822410147992"
5429,PSOE,188,"39,08523908523908523908523908523908523909"
4035,PSOE,163,"51,58227848101265822784810126582278481013"
3474,PSOE,205,"43,15789473684210526315789473684210526316"
5174,PSOE,227,"41,57509157509157509157509157509157509158"
2709,PSOE,199,"39,17322834645669291338582677165354330709"
5412,PSOE,208,"43,24324324324324324324324324324324324324"
2131,PSOE,168,"39,16083916083916083916083916083916083916"
3542,PSOE,197,"43,39207048458149779735682819383259911894"
2641,PSOE,198,"39,36381709741550695825049701789264413519"
1468,PSOE,134,"22,22222222222222222222222222222222222222"
4103,PSOE,221,"42,74661508704061895551257253384912959381"
295,PSOE,109,"24,66063348416289592760180995475113122172"
108,PSOE,67,"20,24169184290030211480362537764350453172"
499,PSOE,154,"29,55854126679462571976967370441458733205"
278,PSOE,133,"24,05063291139240506329113924050632911392"
4052,PSOE,140,"42,29607250755287009063444108761329305136"
2692,PSOE,115,"35,49382716049382716049382716049382716049"
5191,PSOE,179,"33,08687615526802218114602587800369685767"
5769,PSOE,57,"20,50359712230215827338129496402877697842"
2607,PSOE,154,"37,37864077669902912621359223300970873786"
3083,PSOE,199,"36,98884758364312267657992565055762081784"
312,PSOE,131,"26,51821862348178137651821862348178137652"
414,PSOE,128,"23,92523364485981308411214953271028037383"
975,PSOE,151,"30,3212851405622489959839357429718875502"
3865,PSOE,125,"40,71661237785016286644951140065146579805"
3746,PSOE,144,"39,77900552486187845303867403314917127072"
2437,PSOE,119,"39,14473684210526315789473684210526315789"
1570,PSOE,137,"24,07732864674868189806678383128295254833"
2301,PSOE,187,"47,10327455919395465994962216624685138539"
363,PSOE,104,"23,96313364055299539170506912442396313364"
924,PSOE,129,"31,08433734939759036144578313253012048193"
3882,PSOE,111,"35,80645161290322580645161290322580645161"
3729,PSOE,125,"32,72251308900523560209424083769633507853"
5905,PSOE,138,"18,20580474934036939313984168865435356201"
1281,PSOE,115,"35,06097560975609756097560975609756097561"
5922,PSOE,122,"24,49799196787148594377510040160642570281"
5123,PSOE,155,"34,83146067415730337078651685393258426966"
2454,PSOE,151,"41,36986301369863013698630136986301369863"
4596,PSOE,203,"42,11618257261410788381742738589211618257"
2284,PSOE,170,"43,47826086956521739130434782608695652174"
992,PSOE,101,"25,6997455470737913486005089058524173028"
3712,PSOE,210,"35,83617747440273037542662116040955631399"
5480,PSOE,194,"35,20871143375680580762250453720508166969"
2471,PSOE,223,"41,14391143911439114391143911439114391144"
431,PSOE,94,"17,63602251407129455909943714821763602251"
3899,PSOE,176,"36,21399176954732510288065843621399176955"
2267,PSOE,181,"45,82278481012658227848101265822784810127"
5072,PSOE,143,"34,70873786407766990291262135922330097087"
5531,PSOE,149,"37,06467661691542288557213930348258706468"
3695,PSOE,155,"28,75695732838589981447124304267161410019"
2318,PSOE,155,"42,00542005420054200542005420054200542005"
4630,PSOE,165,"39,37947494033412887828162291169451073986"
6075,PSOE,156,"32,70440251572327044025157232704402515723"
2369,PSOE,162,40
3814,PSOE,158,"33,26315789473684210526315789473684210526"
958,PSOE,120,"32,08556149732620320855614973262032085561"
1553,PSOE,120,"24,69135802469135802469135802469135802469"
4868,PSOE,236,"40,7599309153713298791018998272884283247"
3797,PSOE,111,"33,53474320241691842900302114803625377644"
397,PSOE,77,"21,75141242937853107344632768361581920904"
2352,PSOE,221,"41,54135338345864661654135338345864661654"
2386,PSOE,177,"41,06728538283062645011600928074245939675"
5820,PSOE,67,"31,9047619047619047619047619047619047619"
5514,PSOE,224,"40,57971014492753623188405797101449275362"
1536,PSOE,122,"24,06311637080867850098619329388560157791"
5106,PSOE,183,"39,18629550321199143468950749464668094218"
3780,PSOE,97,"33,33333333333333333333333333333333333333"
380,PSOE,75,"21,00840336134453781512605042016806722689"
74,PSOE,136,"26,77165354330708661417322834645669291339"
2403,PSOE,178,"45,17766497461928934010152284263959390863"
2335,PSOE,169,"41,42156862745098039215686274509803921569"
5089,PSOE,140,"33,65384615384615384615384615384615384615"
4443,PSOE,115,"39,93055555555555555555555555555555555556"
3848,PSOE,173,"36,19246861924686192468619246861924686192"
941,PSOE,119,"30,12658227848101265822784810126582278481"
5497,PSOE,204,"36,36363636363636363636363636363636363636"
3763,PSOE,137,"35,58441558441558441558441558441558441558"
2420,PSOE,151,"41,03260869565217391304347826086956521739"
3831,PSOE,187,"39,87206823027718550106609808102345415778"
907,PSOE,125,"33,4224598930481283422459893048128342246"
2488,PSOE,137,"44,77124183006535947712418300653594771242"
4647,PSOE,186,"41,15044247787610619469026548672566371681"
4664,PSOE,157,"43,37016574585635359116022099447513812155"
1502,PSOE,155,"24,52531645569620253164556962025316455696"
3627,PSOE,143,"31,49779735682819383259911894273127753304"
1298,PSOE,158,"27,57417102966841186736474694589877835951"
2556,PSOE,209,"38,63216266173752310536044362292051756007"
465,PSOE,108,"23,84105960264900662251655629139072847682"
329,PSOE,90,"27,69230769230769230769230769230769230769"
2199,PSOE,129,"41,34615384615384615384615384615384615385"
6092,PSOE,163,"30,29739776951672862453531598513011152416"
1026,PSOE,124,"27,67857142857142857142857142857142857143"
3984,PSOE,182,"46,07594936708860759493670886075949367089"
3610,PSOE,123,"28,67132867132867132867132867132867132867"
3967,PSOE,154,"39,69072164948453608247422680412371134021"
2573,PSOE,188,"42,34234234234234234234234234234234234234"
2182,PSOE,120,"39,6039603960396039603960396039603960396"
5565,PSOE,156,"36,44859813084112149532710280373831775701"
4001,PSOE,215,"40,26217228464419475655430711610486891386"
873,PSOE,111,"34,90566037735849056603773584905660377358"
5446,PSOE,223,"45,79055441478439425051334702258726899384"
3593,PSOE,135,"33,00733496332518337408312958435207823961"
2590,PSOE,166,"36,56387665198237885462555066079295154185"
1604,PSOE,135,"25,37593984962406015037593984962406015038"
4851,PSOE,121,"37,23076923076923076923076923076923076923"
5939,PSOE,104,"25,87064676616915422885572139303482587065"
2165,PSOE,163,"46,17563739376770538243626062322946175637"
4562,PSOE,125,"39,9361022364217252396166134185303514377"
5157,PSOE,198,"37,64258555133079847908745247148288973384"
91,PSOE,142,"21,74578866768759571209800918836140888208"
5055,PSOE,165,"29,41176470588235294117647058823529411765"
2726,PSOE,200,"35,39823008849557522123893805309734513274"
3916,PSOE,189,"37,95180722891566265060240963855421686747"
1519,PSOE,145,"24,65986394557823129251700680272108843537"
5735,PSOE,100,"19,08396946564885496183206106870229007634"
5752,PSOE,144,"21,85128983308042488619119878603945371775"
3678,PSOE,108,"29,67032967032967032967032967032967032967"
346,PSOE,112,"29,78723404255319148936170212765957446809"
2250,PSOE,183,"44,74327628361858190709046454767726161369"
1264,PSOE,105,"32,40740740740740740740740740740740740741"
2505,PSOE,130,"41,93548387096774193548387096774193548387"
6058,PSOE,80,"15,41425818882466281310211946050096339114"
1587,PSOE,135,"24,28057553956834532374100719424460431655"
3933,PSOE,176,"34,57760314341846758349705304518664047151"
448,PSOE,104,"23,00884955752212389380530973451327433628"
5140,PSOE,194,"36,53483992467043314500941619585687382298"
1009,PSOE,137,"34,5959595959595959595959595959595959596"
4579,PSOE,143,"39,61218836565096952908587257617728531856"
3661,PSOE,143,"32,64840182648401826484018264840182648402"
2522,PSOE,221,"37,77777777777777777777777777777777777778"
2233,PSOE,155,"41,66666666666666666666666666666666666667"
5548,PSOE,154,"37,46958637469586374695863746958637469586"
3950,PSOE,178,"33,52165725047080979284369114877589453861"
5463,PSOE,192,"42,29074889867841409691629955947136563877"
890,PSOE,96,"30,86816720257234726688102893890675241158"
2539,PSOE,189,"33,87096774193548387096774193548387096774"
3644,PSOE,139,"32,70588235294117647058823529411764705882"
2216,PSOE,163,"43,58288770053475935828877005347593582888"
6160,PSOE,160,"30,3030303030303030303030303030303030303"
3576,PSOE,108,"29,58904109589041095890410958904109589041"
57,PSOE,137,"28,66108786610878661087866108786610878661"
4715,PSOE,196,"38,35616438356164383561643835616438356164"
5718,PSOE,100,"21,50537634408602150537634408602150537634"
1400,PSOE,92,"26,43678160919540229885057471264367816092"
3270,PSOE,178,"39,55555555555555555555555555555555555556"
2913,PSOE,148,"44,84848484848484848484848484848484848485"
4766,PSOE,187,"37,6257545271629778672032193158953722334"
4290,PSOE,137,"40,05847953216374269005847953216374269006"
5786,PSOE,67,"27,45901639344262295081967213114754098361"
1876,PSOE,183,"40,75723830734966592427616926503340757238"
5650,PSOE,49,"12,76041666666666666666666666666666666667"
737,PSOE,101,"28,05555555555555555555555555555555555556"
3253,PSOE,164,"33,26572008113590263691683569979716024341"
2930,PSOE,184,"46,93877551020408163265306122448979591837"
5259,PSOE,162,"46,95652173913043478260869565217391304348"
1145,PSOE,139,"30,08658008658008658008658008658008658009"
4307,PSOE,141,"38,84297520661157024793388429752066115702"
5344,PSOE,196,"37,26235741444866920152091254752851711027"
2947,PSOE,150,"44,77611940298507462686567164179104477612"
3236,PSOE,195,"40,70981210855949895615866388308977035491"
1689,PSOE,148,"37,09273182957393483709273182957393483709"
618,PSOE,132,"28,50971922246220302375809935205183585313"
193,PSOE,108,"19,01408450704225352112676056338028169014"
4953,PSOE,200,"36,83241252302025782688766114180478821363"
5854,PSOE,213,"46,50655021834061135371179039301310043668"
4324,PSOE,137,"41,89602446483180428134556574923547400612"
2964,PSOE,116,"41,42857142857142857142857142857142857143"
1842,PSOE,176,"44,33249370277078085642317380352644836272"
3219,PSOE,145,"38,87399463806970509383378016085790884718"
1859,PSOE,190,"44,81132075471698113207547169811320754717"
5837,PSOE,199,"43,54485776805251641137855579868708971554"
3457,PSOE,127,"31,05134474327628361858190709046454767726"
6126,PSOE,192,"39,42505133470225872689938398357289527721"
4239,PSOE,165,"36,58536585365853658536585365853658536585"
1128,PSOE,143,"31,63716814159292035398230088495575221239"
4749,PSOE,227,"49,34782608695652173913043478260869565217"
1417,PSOE,120,"25,21008403361344537815126050420168067227"
1927,PSOE,141,"42,85714285714285714285714285714285714286"
3321,PSOE,194,"31,85550082101806239737274220032840722496"
2862,PSOE,129,"45,1048951048951048951048951048951048951"
584,PSOE,157,"35,68181818181818181818181818181818181818"
1672,PSOE,152,"38,0952380952380952380952380952380952381"
1332,PSOE,83,"24,70238095238095238095238095238095238095"
5242,PSOE,189,"47,01492537313432835820895522388059701493"
2879,PSOE,128,"42,66666666666666666666666666666666666667"
3304,PSOE,203,"37,45387453874538745387453874538745387454"
4494,PSOE,186,"48,06201550387596899224806201550387596899"
4256,PSOE,175,"38,71681415929203539823008849557522123894"
754,PSOE,121,"30,32581453634085213032581453634085213033"
1910,PSOE,191,"48,23232323232323232323232323232323232323"
4970,PSOE,174,"37,33905579399141630901287553648068669528"
5361,PSOE,180,"35,22504892367906066536203522504892367906"
5973,PSOE,145,"31,1827956989247311827956989247311827957"
2896,PSOE,120,"38,70967741935483870967741935483870967742"
3287,PSOE,188,"38,76288659793814432989690721649484536082"
125,PSOE,82,"25,07645259938837920489296636085626911315"
210,PSOE,105,"19,51672862453531598513011152416356877323"
4273,PSOE,142,"37,66578249336870026525198938992042440318"
1893,PSOE,193,"44,3678160919540229885057471264367816092"
601,PSOE,158,"35,99088838268792710706150341685649202733"
4477,PSOE,243,"42,78169014084507042253521126760563380282"
1162,PSOE,121,"31,10539845758354755784061696658097686375"
720,PSOE,103,"31,02409638554216867469879518072289156627"
4341,PSOE,207,"37,2972972972972972972972972972972972973"
6,PSOE,80,"23,3236151603498542274052478134110787172"
1366,PSOE,64,"16,84210526315789473684210526315789473684"
652,PSOE,104,"31,41993957703927492447129909365558912387"
4800,PSOE,121,"30,40201005025125628140703517587939698492"
1213,PSOE,121,"25,79957356076759061833688699360341151386"
159,PSOE,85,"23,80952380952380952380952380952380952381"
3049,PSOE,187,"42,5"
3134,PSOE,123,"38,19875776397515527950310559006211180124"
1196,PSOE,132,"30,27522935779816513761467889908256880734"
686,PSOE,83,"23,91930835734870317002881844380403458213"
5293,PSOE,164,"47,39884393063583815028901734104046242775"
4409,PSOE,114,"36,89320388349514563106796116504854368932"
1349,PSOE,75,"18,47290640394088669950738916256157635468"
1757,PSOE,155,"39,64194373401534526854219948849104859335"
5684,PSOE,69,"10,86614173228346456692913385826771653543"
5990,PSOE,141,"34,22330097087378640776699029126213592233"
5310,PSOE,196,"37,26235741444866920152091254752851711027"
3066,PSOE,207,"37,84277879341864716636197440585009140768"
3117,PSOE,136,"45,94594594594594594594594594594594594595"
6143,PSOE,173,"31,56934306569343065693430656934306569343"
142,PSOE,74,"21,51162790697674418604651162790697674419"
4426,PSOE,119,"38,88888888888888888888888888888888888889"
1740,PSOE,224,"41,17647058823529411764705882352941176471"
3100,PSOE,131,"48,51851851851851851851851851851851851852"
4919,PSOE,154,"41,17647058823529411764705882352941176471"
1723,PSOE,152,"43,55300859598853868194842406876790830946"
669,PSOE,87,"29,29292929292929292929292929292929292929"
4817,PSOE,159,"36,89095127610208816705336426914153132251"
1230,PSOE,146,"30,67226890756302521008403361344537815126"
1774,PSOE,167,"40,0479616306954436450839328537170263789"
3032,PSOE,172,"42,46913580246913580246913580246913580247"
1825,PSOE,172,"40,56603773584905660377358490566037735849"
2981,PSOE,115,"39,11564625850340136054421768707482993197"
3202,PSOE,128,"36,57142857142857142857142857142857142857"
1383,PSOE,82,"23,97660818713450292397660818713450292398"
6007,PSOE,181,"40,04424778761061946902654867256637168142"
5667,PSOE,70,"15,94533029612756264236902050113895216401"
4783,PSOE,218,"40,67164179104477611940298507462686567164"
635,PSOE,143,"29,42386831275720164609053497942386831276"
176,PSOE,92,"17,86407766990291262135922330097087378641"
5276,PSOE,161,"49,84520123839009287925696594427244582043"
4358,PSOE,172,"38,0530973451327433628318584070796460177"
1808,PSOE,251,"40,61488673139158576051779935275080906149"
3185,PSOE,214,"40,68441064638783269961977186311787072243"
2998,PSOE,159,"35,17699115044247787610619469026548672566"
1179,PSOE,112,"28,64450127877237851662404092071611253197"
5803,PSOE,55,"23,5042735042735042735042735042735042735"
5327,PSOE,182,"39,65141612200435729847494553376906318083"
703,PSOE,90,"24,8618784530386740331491712707182320442"
3015,PSOE,184,"38,0952380952380952380952380952380952381"
4375,PSOE,131,"38,52941176470588235294117647058823529412"
1791,PSOE,256,"42,80936454849498327759197324414715719064"
3168,PSOE,205,"38,97338403041825095057034220532319391635"
4936,PSOE,198,"36,87150837988826815642458100558659217877"
5701,PSOE,89,"13,01169590643274853801169590643274853801"
1706,PSOE,138,"39,76945244956772334293948126801152737752"
4460,PSOE,97,"32,2259136212624584717607973421926910299"
4392,PSOE,150,"42,49291784702549575070821529745042492918"
3151,PSOE,153,"46,22356495468277945619335347432024169184"
23,PSOE,94,"23,0958230958230958230958230958230958231"
4613,PSOE,217,"38,88888888888888888888888888888888888889"
261,PSOE,103,"23,3031674208144796380090497737556561086"
3372,PSOE,125,"31,64556962025316455696202531645569620253"
2811,PSOE,200,"41,92872117400419287211740041928721174004"
3423,PSOE,153,"32,48407643312101910828025477707006369427"
5956,PSOE,135,"29,93348115299334811529933481152993348115"
