,PARTIDO,NUM_VOTOS,PORCENTAJE
1166,PCTE,0,0
6130,PCTE,3,",6160164271047227926078028747433264887064"
4906,PCTE,0,0
129,PCTE,0,0
4379,PCTE,0,0
163,PCTE,0,0
5841,PCTE,1,",2188183807439824945295404814004376367615"
146,PCTE,0,0
4430,PCTE,1,",3267973856209150326797385620915032679739"
5688,PCTE,0,0
6147,PCTE,1,",1824817518248175182481751824817518248175"
1710,PCTE,2,",576368876080691642651296829971181556196"
1744,PCTE,3,",5514705882352941176470588235294117647059"
1200,PCTE,1,",2293577981651376146788990825688073394495"
4923,PCTE,0,0
4413,PCTE,1,",3236245954692556634304207119741100323625"
1761,PCTE,2,",5115089514066496163682864450127877237852"
1217,PCTE,2,",4264392324093816631130063965884861407249"
4396,PCTE,0,0
4464,PCTE,1,",3322259136212624584717607973421926910299"
1778,PCTE,2,",4796163069544364508393285371702637889688"
4328,PCTE,5,"1,529051987767584097859327217125382263"
333,PCTE,0,0
1846,PCTE,1,",2518891687657430730478589420654911838791"
4311,PCTE,1,",2754820936639118457300275482093663911846"
1132,PCTE,0,0
5637,PCTE,1,",2202643171806167400881057268722466960352"
4974,PCTE,1,",2145922746781115879828326180257510729614"
4243,PCTE,1,",22172949002217294900221729490022172949"
1931,PCTE,2,",6079027355623100303951367781155015197568"
4532,PCTE,1,",2525252525252525252525252525252525252525"
1914,PCTE,2,",5050505050505050505050505050505050505051"
4226,PCTE,7,"1,47058823529411764705882352941176470588"
4889,PCTE,1,",2331002331002331002331002331002331002331"
1625,PCTE,0,0
1115,PCTE,0,0
231,PCTE,0,0
4209,PCTE,1,",2985074626865671641791044776119402985075"
5722,PCTE,0,0
1948,PCTE,1,",3076923076923076923076923076923076923077"
1642,PCTE,0,0
4260,PCTE,3,",6637168141592920353982300884955752212389"
214,PCTE,1,",1858736059479553903345724907063197026022"
5654,PCTE,0,0
4498,PCTE,0,0
1863,PCTE,0,0
4957,PCTE,6,"1,10497237569060773480662983425414364641"
197,PCTE,0,0
1149,PCTE,1,",2164502164502164502164502164502164502165"
1659,PCTE,4,"1,07526881720430107526881720430107526882"
4294,PCTE,3,",8771929824561403508771929824561403508772"
1880,PCTE,2,",445434298440979955456570155902004454343"
1234,PCTE,0,0
5858,PCTE,1,",2183406113537117903930131004366812227074"
4277,PCTE,2,",5305039787798408488063660477453580901857"
1897,PCTE,1,",2298850574712643678160919540229885057471"
4515,PCTE,0,0
112,PCTE,0,0
1676,PCTE,1,",2506265664160401002506265664160401002506"
61,PCTE,1,",2092050209205020920502092050209205020921"
4447,PCTE,0,0
3954,PCTE,1,",1883239171374764595103578154425612052731"
3716,PCTE,0,0
4736,PCTE,2,",3220611916264090177133655394524959742351"
2577,PCTE,1,",2252252252252252252252252252252252252252"
2458,PCTE,1,",273972602739726027397260273972602739726"
6062,PCTE,1,",1926782273603082851637764932562620423892"
5484,PCTE,2,",3629764065335753176043557168784029038113"
1438,PCTE,2,",4032258064516129032258064516129032258065"
3733,PCTE,1,",2617801047120418848167539267015706806283"
2441,PCTE,2,",6578947368421052631578947368421052631579"
418,PCTE,0,0
2220,PCTE,1,",2673796791443850267379679144385026737968"
928,PCTE,1,",2409638554216867469879518072289156626506"
1319,PCTE,1,",3267973856209150326797385620915032679739"
5450,PCTE,1,",2053388090349075975359342915811088295688"
3750,PCTE,1,",2762430939226519337016574585635359116022"
2424,PCTE,2,",5434782608695652173913043478260869565217"
4838,PCTE,1,",3095975232198142414860681114551083591331"
3767,PCTE,1,",2597402597402597402597402597402597402597"
5110,PCTE,1,",2141327623126338329764453961456102783726"
2407,PCTE,1,",2538071065989847715736040609137055837563"
5773,PCTE,0,0
945,PCTE,0,0
5501,PCTE,2,",3565062388591800356506238859180035650624"
4719,PCTE,3,",5870841487279843444227005870841487279843"
3597,PCTE,0,0
3784,PCTE,1,",3436426116838487972508591065292096219931"
2594,PCTE,0,0
2390,PCTE,0,0
5790,PCTE,0,0
1387,PCTE,1,",2923976608187134502923976608187134502924"
5127,PCTE,1,",2247191011235955056179775280898876404494"
2475,PCTE,4,",7380073800738007380073800738007380073801"
3648,PCTE,1,",2352941176470588235294117647058823529412"
3631,PCTE,1,",2202643171806167400881057268722466960352"
5144,PCTE,0,0
4770,PCTE,1,",2012072434607645875251509054325955734406"
452,PCTE,0,0
2526,PCTE,1,",1709401709401709401709401709401709401709"
1336,PCTE,0,0
6181,PCTE,3,",5136986301369863013698630136986301369863"
894,PCTE,0,0
1404,PCTE,1,",2873563218390804597701149425287356321839"
5467,PCTE,2,",4405286343612334801762114537444933920705"
4821,PCTE,0,0
3665,PCTE,2,",45662100456621004566210045662100456621"
2509,PCTE,1,",3225806451612903225806451612903225806452"
2560,PCTE,3,",5545286506469500924214417744916820702403"
4753,PCTE,2,",4347826086956521739130434782608695652174"
5926,PCTE,0,0
10,PCTE,0,0
1421,PCTE,0,0
3682,PCTE,2,",5494505494505494505494505494505494505495"
2492,PCTE,0,0
435,PCTE,0,0
469,PCTE,1,",2207505518763796909492273730684326710817"
911,PCTE,1,",2673796791443850267379679144385026737968"
877,PCTE,0,0
3699,PCTE,3,",5565862708719851576994434137291280148423"
5807,PCTE,0,0
3614,PCTE,0,0
27,PCTE,1,",2457002457002457002457002457002457002457"
5161,PCTE,2,",3802281368821292775665399239543726235741"
1455,PCTE,0,0
401,PCTE,1,",2824858757062146892655367231638418079096"
2373,PCTE,0,0
2305,PCTE,1,",2518891687657430730478589420654911838791"
486,PCTE,0,0
3563,PCTE,0,0
4668,PCTE,3,",8287292817679558011049723756906077348066"
1370,PCTE,0,0
3886,PCTE,2,",6451612903225806451612903225806451612903"
5076,PCTE,0,0
2288,PCTE,0,0
6045,PCTE,0,0
2628,PCTE,1,",2092050209205020920502092050209205020921"
5535,PCTE,1,",2487562189054726368159203980099502487562"
5756,PCTE,2,",3034901365705614567526555386949924127466"
3546,PCTE,2,",4405286343612334801762114537444933920705"
2271,PCTE,2,",5063291139240506329113924050632911392405"
3903,PCTE,0,0
350,PCTE,0,0
1506,PCTE,0,0
996,PCTE,1,",2544529262086513994910941475826972010178"
4855,PCTE,0,0
3920,PCTE,2,",401606425702811244979919678714859437751"
2254,PCTE,1,",2444987775061124694376528117359413202934"
4651,PCTE,2,",4424778761061946902654867256637168141593"
3937,PCTE,2,",3929273084479371316306483300589390962672"
4804,PCTE,2,",5025125628140703517587939698492462311558"
2237,PCTE,3,",8064516129032258064516129032258064516129"
5059,PCTE,1,",1782531194295900178253119429590017825312"
1523,PCTE,0,0
1013,PCTE,0,0
5433,PCTE,2,",4158004158004158004158004158004158004158"
3801,PCTE,1,",3021148036253776435045317220543806646526"
3869,PCTE,1,",3257328990228013029315960912052117263844"
367,PCTE,0,0
1489,PCTE,1,",1736111111111111111111111111111111111111"
4787,PCTE,2,",3731343283582089552238805970149253731343"
4702,PCTE,4,",6993006993006993006993006993006993006993"
3580,PCTE,0,0
962,PCTE,1,",2673796791443850267379679144385026737968"
3818,PCTE,0,0
384,PCTE,0,0
2356,PCTE,1,",187969924812030075187969924812030075188"
5093,PCTE,1,",2403846153846153846153846153846153846154"
1472,PCTE,0,0
979,PCTE,0,0
44,PCTE,1,",1703577512776831345826235093696763202726"
3835,PCTE,2,",4264392324093816631130063965884861407249"
2543,PCTE,2,",3584229390681003584229390681003584229391"
2611,PCTE,0,0
2339,PCTE,1,",2450980392156862745098039215686274509804"
5518,PCTE,1,",1811594202898550724637681159420289855072"
6079,PCTE,0,0
3852,PCTE,0,0
5909,PCTE,0,0
4685,PCTE,0,0
860,PCTE,1,",1677852348993288590604026845637583892617"
1302,PCTE,1,",1745200698080279232111692844677137870855"
2322,PCTE,1,",27100271002710027100271002710027100271"
3204,PP,85,"24,28571428571428571428571428571428571429"
6145,PP,134,"24,45255474452554744525547445255474452555"
4785,PP,137,"25,5597014925373134328358208955223880597"
4479,PP,132,"23,23943661971830985915492957746478873239"
3221,PP,76,"20,37533512064343163538873994638069705094"
4462,PP,92,"30,56478405315614617940199335548172757475"
3102,PP,53,"19,62962962962962962962962962962962962963"
4802,PP,152,"38,19095477386934673366834170854271356784"
620,PP,187,"40,38876889848812095032397408207343412527"
8,PP,171,"49,85422740524781341107871720116618075802"
4819,PP,147,"34,10672853828306264501160092807424593968"
4836,PP,102,"31,57894736842105263157894736842105263158"
127,PP,148,"45,25993883792048929663608562691131498471"
4581,PP,92,"25,4847645429362880886426592797783933518"
3136,PP,74,"22,98136645962732919254658385093167701863"
6162,PP,127,"24,0530303030303030303030303030303030303"
4598,PP,125,"25,93360995850622406639004149377593360996"
4683,PP,137,"29,33618843683083511777301927194860813704"
4853,PP,109,"33,53846153846153846153846153846153846154"
3170,PP,135,"25,66539923954372623574144486692015209125"
42,PP,294,"50,08517887563884156729131175468483816014"
4666,PP,82,"22,65193370165745856353591160220994475138"
654,PP,126,"38,06646525679758308157099697885196374622"
4615,PP,147,"26,34408602150537634408602150537634408602"
76,PP,170,"33,46456692913385826771653543307086614173"
59,PP,181,"37,86610878661087866108786610878661087866"
4632,PP,102,"24,343675417661097852028639618138424821"
4649,PP,102,"22,56637168141592920353982300884955752212"
3153,PP,76,"22,9607250755287009063444108761329305136"
4870,PP,152,"26,2521588946459412780656303972366148532"
4700,PP,168,"29,37062937062937062937062937062937062937"
93,PP,313,"47,93261868300153139356814701378254211332"
4717,PP,132,"25,83170254403131115459882583170254403131"
4904,PP,112,"29,86666666666666666666666666666666666667"
4496,PP,93,"24,0310077519379844961240310077519379845"
6179,PP,145,"24,82876712328767123287671232876712328767"
4513,PP,107,"25,65947242206235011990407673860911270983"
4751,PP,98,"21,30434782608695652173913043478260869565"
110,PP,164,"49,54682779456193353474320241691842900302"
25,PP,197,"48,4029484029484029484029484029484029484"
4530,PP,101,"25,50505050505050505050505050505050505051"
3119,PP,63,"21,28378378378378378378378378378378378378"
3187,PP,116,"22,0532319391634980988593155893536121673"
4734,PP,138,"22,22222222222222222222222222222222222222"
4547,PP,104,"24,64454976303317535545023696682464454976"
4887,PP,97,"22,61072261072261072261072261072261072261"
5295,PP,66,"19,07514450867052023121387283236994219653"
5278,PP,79,"24,45820433436532507739938080495356037152"
4564,PP,68,"21,72523961661341853035143769968051118211"
637,PP,200,"41,15226337448559670781893004115226337449"
4768,PP,114,"22,93762575452716297786720321931589537223"
6043,PP,281,"56,76767676767676767676767676767676767677"
586,PP,158,"35,90909090909090909090909090909090909091"
144,PP,163,"47,38372093023255813953488372093023255814"
5108,PP,149,"31,90578158458244111349036402569593147752"
3782,PP,98,"33,67697594501718213058419243986254295533"
399,PP,194,"54,80225988700564971751412429378531073446"
3799,PP,98,"29,60725075528700906344410876132930513595"
3442,PP,116,"29,36708860759493670886075949367088607595"
3816,PP,171,36
535,PP,185,"45,34313725490196078431372549019607843137"
382,PP,192,"53,78151260504201680672268907563025210084"
3833,PP,149,"31,76972281449893390191897654584221748401"
5091,PP,142,"34,13461538461538461538461538461538461538"
6077,PP,190,"39,83228511530398322851153039832285115304"
3425,PP,158,"33,5456475583864118895966029723991507431"
3850,PP,150,"31,38075313807531380753138075313807531381"
3459,PP,118,"28,85085574572127139364303178484107579462"
3867,PP,94,"30,61889250814332247557003257328990228013"
365,PP,207,"47,69585253456221198156682027649769585253"
3884,PP,90,"29,03225806451612903225806451612903225806"
5074,PP,143,"34,70873786407766990291262135922330097087"
3901,PP,164,"33,74485596707818930041152263374485596708"
3408,PP,133,"31,51658767772511848341232227488151658768"
3918,PP,152,"30,52208835341365461847389558232931726908"
348,PP,156,"41,4893617021276595744680851063829787234"
3935,PP,153,"30,05893909626719056974459724950884086444"
552,PP,152,"46,48318042813455657492354740061162079511"
3952,PP,167,"31,4500941619585687382297551789077212806"
5057,PP,212,"37,78966131907308377896613190730837789661"
3391,PP,117,"29,62025316455696202531645569620253164557"
331,PP,122,"37,53846153846153846153846153846153846154"
5210,PP,174,"34,73053892215568862275449101796407185629"
3969,PP,101,"26,03092783505154639175257731958762886598"
3765,PP,121,"31,42857142857142857142857142857142857143"
416,PP,267,"49,90654205607476635514018691588785046729"
3544,PP,122,"26,8722466960352422907488986784140969163"
5176,PP,148,"27,10622710622710622710622710622710622711"
3561,PP,121,"27,19101123595505617977528089887640449438"
484,PP,224,"42,5855513307984790874524714828897338403"
3578,PP,161,"44,10958904109589041095890410958904109589"
3527,PP,106,"32,71604938271604938271604938271604938272"
3595,PP,163,"39,85330073349633251833740831295843520782"
5159,PP,147,"27,9467680608365019011406844106463878327"
501,PP,194,"37,23608445297504798464491362763915547025"
3612,PP,170,"39,62703962703962703962703962703962703963"
467,PP,204,"45,03311258278145695364238410596026490066"
3510,PP,97,"31,1897106109324758842443729903536977492"
3629,PP,172,"37,88546255506607929515418502202643171806"
3748,PP,116,"32,04419889502762430939226519337016574586"
3646,PP,171,"40,23529411764705882352941176470588235294"
5142,PP,177,"33,33333333333333333333333333333333333333"
3493,PP,161,"29,21960072595281306715063520871143375681"
3663,PP,154,"35,15981735159817351598173515981735159817"
6060,PP,281,"54,14258188824662813102119460500963391137"
518,PP,206,"49,28229665071770334928229665071770334928"
3680,PP,125,"34,34065934065934065934065934065934065934"
3697,PP,242,"44,89795918367346938775510204081632653061"
433,PP,263,"49,34333958724202626641651031894934333959"
5193,PP,179,"33,08687615526802218114602587800369685767"
3714,PP,212,"36,17747440273037542662116040955631399317"
5125,PP,142,"31,91011235955056179775280898876404494382"
3476,PP,124,"26,10526315789473684210526315789473684211"
3731,PP,131,"34,2931937172774869109947643979057591623"
450,PP,217,"48,00884955752212389380530973451327433628"
6094,PP,130,"24,16356877323420074349442379182156133829"
3986,PP,80,"20,25316455696202531645569620253164556962"
6026,PP,63,"37,27810650887573964497041420118343195266"
4241,PP,139,"30,82039911308203991130820399113082039911"
4972,PP,163,"34,9785407725321888412017167381974248927"
4258,PP,154,"34,07079646017699115044247787610619469027"
3289,PP,125,"25,77319587628865979381443298969072164948"
212,PP,293,"54,46096654275092936802973977695167286245"
4275,PP,103,"27,32095490716180371352785145888594164456"
6128,PP,103,"21,14989733059548254620123203285420944559"
4292,PP,91,"26,60818713450292397660818713450292397661"
3272,PP,123,"27,33333333333333333333333333333333333333"
4309,PP,104,"28,6501377410468319559228650137741046832"
4955,PP,180,"33,14917127071823204419889502762430939227"
603,PP,129,"29,3849658314350797266514806378132118451"
195,PP,323,"56,86619718309859154929577464788732394366"
5244,PP,80,"19,9004975124378109452736318407960199005"
4326,PP,90,"27,52293577981651376146788990825688073394"
4343,PP,185,"33,33333333333333333333333333333333333333"
178,PP,282,"54,75728155339805825242718446601941747573"
4360,PP,143,"31,63716814159292035398230088495575221239"
4938,PP,198,"36,87150837988826815642458100558659217877"
4377,PP,98,"28,82352941176470588235294117647058823529"
5261,PP,97,"28,11594202898550724637681159420289855072"
4394,PP,93,"26,34560906515580736543909348441926345609"
161,PP,176,"49,29971988795518207282913165266106442577"
3238,PP,118,"24,63465553235908141962421711899791231733"
4411,PP,85,"27,50809061488673139158576051779935275081"
4428,PP,80,"26,14379084967320261437908496732026143791"
6009,PP,109,"24,11504424778761061946902654867256637168"
4921,PP,109,"29,14438502673796791443850267379679144385"
3255,PP,123,"24,94929006085192697768762677484787018256"
4224,PP,122,"25,63025210084033613445378151260504201681"
229,PP,288,"48,81355932203389830508474576271186440678"
3306,PP,144,"26,56826568265682656826568265682656826568"
4003,PP,163,"30,52434456928838951310861423220973782772"
3374,PP,122,"30,88607594936708860759493670886075949367"
314,PP,214,"43,31983805668016194331983805668016194332"
5040,PP,198,"36,59889094269870609981515711645101663586"
4020,PP,143,"28,20512820512820512820512820512820512821"
4037,PP,74,"23,41772151898734177215189873417721518987"
5227,PP,180,"35,57312252964426877470355731225296442688"
3357,PP,212,"33,54430379746835443037974683544303797468"
297,PP,197,"44,57013574660633484162895927601809954751"
4054,PP,94,"28,39879154078549848942598187311178247734"
4071,PP,106,"25,66585956416464891041162227602905569007"
5023,PP,183,"33,57798165137614678899082568807339449541"
4088,PP,118,"29,28039702233250620347394540942928039702"
569,PP,200,"48,661800486618004866180048661800486618"
280,PP,256,"46,29294755877034358047016274864376130199"
4105,PP,141,"27,27272727272727272727272727272727272727"
4122,PP,104,"27,15404699738903394255874673629242819843"
3340,PP,198,"33,33333333333333333333333333333333333333"
5006,PP,174,"32,34200743494423791821561338289962825279"
263,PP,196,"44,34389140271493212669683257918552036199"
4139,PP,96,"26,37362637362637362637362637362637362637"
3323,PP,172,"28,24302134646962233169129720853858784893"
6111,PP,119,"24,58677685950413223140495867768595041322"
4156,PP,94,"26,25698324022346368715083798882681564246"
4173,PP,104,"26,1306532663316582914572864321608040201"
246,PP,143,"34,79318734793187347931873479318734793187"
4190,PP,85,"23,35164835164835164835164835164835164835"
4989,PP,148,"29,19132149901380670611439842209072978304"
4207,PP,113,"33,73134328358208955223880597014925373134"
4445,PP,75,"26,04166666666666666666666666666666666667"
671,PP,123,"41,41414141414141414141414141414141414141"
2405,PP,94,"23,8578680203045685279187817258883248731"
2728,PP,164,"29,02654867256637168141592920353982300885"
1249,PP,176,"36,97478991596638655462184873949579831933"
5618,PP,268,"58,77192982456140350877192982456140350877"
2949,PP,75,"22,38805970149253731343283582089552238806"
1589,PP,251,"45,14388489208633093525179856115107913669"
5703,PP,418,"61,11111111111111111111111111111111111111"
2660,PP,98,"24,31761786600496277915632754342431761787"
5346,PP,164,"31,17870722433460076045627376425855513308"
1861,PP,115,"27,12264150943396226415094339622641509434"
1980,PP,129,"29,3849658314350797266514806378132118451"
5652,PP,259,"67,44791666666666666666666666666666666667"
5856,PP,99,"21,61572052401746724890829694323144104803"
2932,PP,91,"23,21428571428571428571428571428571428571"
5788,PP,90,"36,8852459016393442622950819672131147541"
5465,PP,116,"25,55066079295154185022026431718061674009"
5975,PP,152,"32,68817204301075268817204301075268817204"
2524,PP,170,"29,05982905982905982905982905982905982906"
2116,PP,122,"25,79281183932346723044397463002114164905"
1657,PP,107,"28,76344086021505376344086021505376344086"
1011,PP,163,"41,16161616161616161616161616161616161616"
5754,PP,307,"46,5857359635811836115326251896813353566"
1878,PP,111,"24,72160356347438752783964365256124721604"
5550,PP,111,"27,00729927007299270072992700729927007299"
2235,PP,77,"20,69892473118279569892473118279569892473"
892,PP,132,"42,44372990353697749196141479099678456592"
2507,PP,59,"19,03225806451612903225806451612903225806"
2796,PP,134,"27,1805273833671399594320486815415821501"
2983,PP,77,"26,19047619047619047619047619047619047619"
2269,PP,84,"21,2658227848101265822784810126582278481"
1470,PP,306,"50,74626865671641791044776119402985074627"
1385,PP,167,"48,83040935672514619883040935672514619883"
1997,PP,189,"32,75563258232235701906412478336221837088"
1827,PP,102,"24,05660377358490566037735849056603773585"
909,PP,135,"36,09625668449197860962566844919786096257"
1062,PP,118,"37,69968051118210862619808306709265175719"
2490,PP,68,"22,22222222222222222222222222222222222222"
1164,PP,168,"43,18766066838046272493573264781491002571"
1691,PP,112,"28,07017543859649122807017543859649122807"
5890,PP,199,"37,61814744801512287334593572778827977316"
1521,PP,269,"45,74829931972789115646258503401360544218"
790,PP,132,"34,375"
1436,PP,248,50
2966,PP,68,"24,28571428571428571428571428571428571429"
2252,PP,94,"22,98288508557457212713936430317848410758"
722,PP,126,"37,95180722891566265060240963855421686747"
1844,PP,81,"20,40302267002518891687657430730478589421"
1266,PP,117,"36,11111111111111111111111111111111111111"
5584,PP,107,"23,26086956521739130434782608695652173913"
841,PP,82,"23,16384180790960451977401129943502824859"
994,PP,178,"45,29262086513994910941475826972010178117"
739,PP,138,"38,33333333333333333333333333333333333333"
2643,PP,125,"24,85089463220675944333996023856858846918"
2915,PP,83,"25,15151515151515151515151515151515151515"
773,PP,153,"39,33161953727506426735218508997429305913"
5363,PP,158,"30,91976516634050880626223091976516634051"
756,PP,173,"43,35839598997493734335839598997493734336"
1130,PP,189,"41,81415929203539823008849557522123893805"
858,PP,169,"28,35570469798657718120805369127516778523"
5805,PP,88,"37,60683760683760683760683760683760683761"
5635,PP,254,"55,94713656387665198237885462555066079295"
1300,PP,254,"44,32809773123909249563699825479930191972"
5448,PP,111,"22,79260780287474332648870636550308008214"
2864,PP,70,"24,47552447552447552447552447552447552448"
2881,PP,81,27
1232,PP,198,"41,59663865546218487394957983193277310924"
2592,PP,116,"25,55066079295154185022026431718061674009"
1946,PP,95,"29,23076923076923076923076923076923076923"
1929,PP,81,"24,62006079027355623100303951367781155015"
2167,PP,69,"19,54674220963172804532577903682719546742"
1419,PP,223,"46,84873949579831932773109243697478991597"
2847,PP,83,"23,51274787535410764872521246458923512748"
1606,PP,246,"46,24060150375939849624060150375939849624"
5567,PP,132,"30,84112149532710280373831775700934579439"
2609,PP,97,"23,54368932038834951456310679611650485437"
1487,PP,289,"50,17361111111111111111111111111111111111"
2150,PP,89,"23,29842931937172774869109947643979057592"
2184,PP,69,"22,77227722772277227722772277227722772277"
1028,PP,191,"42,63392857142857142857142857142857142857"
2575,PP,104,"23,42342342342342342342342342342342342342"
2541,PP,175,"31,36200716845878136200716845878136200717"
2813,PP,150,"31,44654088050314465408805031446540880503"
2218,PP,67,"17,91443850267379679144385026737967914439"
1147,PP,184,"39,82683982683982683982683982683982683983"
5431,PP,125,"25,98752598752598752598752598752598752599"
1402,PP,160,"45,97701149425287356321839080459770114943"
2133,PP,114,"26,57342657342657342657342657342657342657"
1113,PP,211,"41,94831013916500994035785288270377733598"
1504,PP,294,"46,51898734177215189873417721518987341772"
1895,PP,92,"21,14942528735632183908045977011494252874"
1045,PP,164,"40,59405940594059405940594059405940594059"
1963,PP,112,"28,71794871794871794871794871794871794872"
2201,PP,84,"26,92307692307692307692307692307692307692"
5380,PP,102,"25,69269521410579345088161209068010075567"
2626,PP,142,"29,70711297071129707112970711297071129707"
2558,PP,140,"25,87800369685767097966728280961182994455"
2898,PP,87,"28,06451612903225806451612903225806451613"
1674,PP,103,"25,81453634085213032581453634085213032581"
5941,PP,160,"39,800995024875621890547263681592039801"
1334,PP,144,"42,85714285714285714285714285714285714286"
2830,PP,86,"24,29378531073446327683615819209039548023"
875,PP,96,"30,18867924528301886792452830188679245283"
1912,PP,79,"19,94949494949494949494949494949494949495"
2473,PP,144,"26,56826568265682656826568265682656826568"
2677,PP,84,"19,62616822429906542056074766355140186916"
2099,PP,112,"25,57077625570776255707762557077625570776"
5686,PP,410,"64,56692913385826771653543307086614173228"
5601,PP,330,"59,24596050269299820466786355475763016158"
2320,PP,95,"25,74525745257452574525745257452574525745"
2354,PP,136,"25,56390977443609022556390977443609022556"
5992,PP,138,"33,49514563106796116504854368932038834951"
2694,PP,65,"20,06172839506172839506172839506172839506"
3034,PP,92,"22,71604938271604938271604938271604938272"
1368,PP,214,"56,31578947368421052631578947368421052632"
1555,PP,217,"44,65020576131687242798353909465020576132"
1776,PP,95,"22,78177458033573141486810551558752997602"
1283,PP,132,"40,24390243902439024390243902439024390244"
1708,PP,86,"24,78386167146974063400576368876080691643"
5720,PP,228,"49,03225806451612903225806451612903225806"
5397,PP,100,"23,47417840375586854460093896713615023474"
1198,PP,189,"43,34862385321100917431192660550458715596"
1351,PP,235,"57,88177339901477832512315270935960591133"
977,PP,209,"41,96787148594377510040160642570281124498"
1215,PP,203,"43,28358208955223880597014925373134328358"
2422,PP,99,"26,90217391304347826086956521739130434783"
2388,PP,135,"31,32250580046403712296983758700696055684"
3068,PP,167,"30,53016453382084095063985374771480804388"
1538,PP,227,"44,77317554240631163708086785009861932939"
2065,PP,112,"26,04651162790697674418604651162790697674"
2337,PP,104,"25,49019607843137254901960784313725490196"
1759,PP,84,"21,48337595907928388746803069053708439898"
5499,PP,140,"24,95543672014260249554367201426024955437"
1640,PP,314,"48,38212634822804314329738058551617873652"
2711,PP,123,"24,21259842519685039370078740157480314961"
2745,PP,112,"24,72406181015452538631346578366445916115"
5312,PP,171,"32,50950570342205323193916349809885931559"
926,PP,156,"37,59036144578313253012048192771084337349"
5516,PP,149,"26,99275362318840579710144927536231884058"
3051,PP,111,"25,22727272727272727272727272727272727273"
5839,PP,92,"20,13129102844638949671772428884026258206"
1317,PP,152,"49,67320261437908496732026143790849673203"
688,PP,166,"47,83861671469740634005763688760806916427"
2031,PP,111,"28,68217054263565891472868217054263565891"
824,PP,179,"31,23909249563699825479930191972076788831"
5907,PP,395,"52,11081794195250659630606860158311345646"
5414,PP,120,"24,94802494802494802494802494802494802495"
807,PP,151,"35,44600938967136150234741784037558685446"
5737,PP,231,"44,08396946564885496183206106870229007634"
943,PP,149,"37,72151898734177215189873417721518987342"
1181,PP,164,"41,94373401534526854219948849104859335038"
5873,PP,224,"41,02564102564102564102564102564102564103"
3000,PP,129,"28,53982300884955752212389380530973451327"
5958,PP,166,"36,80709534368070953436807095343680709534"
5329,PP,145,"31,59041394335511982570806100217864923747"
2371,PP,116,"28,64197530864197530864197530864197530864"
5669,PP,271,"61,73120728929384965831435079726651480638"
2286,PP,96,"24,55242966751918158567774936061381074169"
5822,PP,71,"33,80952380952380952380952380952380952381"
1810,PP,157,"25,40453074433656957928802588996763754045"
2048,PP,90,"23,31606217616580310880829015544041450777"
2456,PP,82,"22,46575342465753424657534246575342465753"
1725,PP,85,"24,35530085959885386819484240687679083095"
5533,PP,129,"32,08955223880597014925373134328358208955"
1623,PP,241,"49,1836734693877551020408163265306122449"
5482,PP,144,"26,13430127041742286751361161524500907441"
5924,PP,231,"46,38554216867469879518072289156626506024"
2779,PP,133,"27,47933884297520661157024793388429752066"
3085,PP,175,"32,52788104089219330855018587360594795539"
2082,PP,141,"28,77551020408163265306122448979591836735"
1096,PP,190,"42,1286031042128603104212860310421286031"
960,PP,146,"39,03743315508021390374331550802139037433"
1742,PP,139,"25,55147058823529411764705882352941176471"
1793,PP,151,"25,25083612040133779264214046822742474916"
2303,PP,98,"24,68513853904282115869017632241813602015"
1572,PP,242,"42,53075571177504393673110720562390158172"
1079,PP,154,"46,66666666666666666666666666666666666667"
2762,PP,118,"27,12643678160919540229885057471264367816"
5771,PP,111,"39,92805755395683453237410071942446043165"
3017,PP,135,"27,95031055900621118012422360248447204969"
1453,PP,326,"51,9108280254777070063694267515923566879"
705,PP,164,"45,30386740331491712707182320441988950276"
2014,PP,222,"36,4532019704433497536945812807881773399"
2439,PP,74,"24,34210526315789473684210526315789473684"
482,PSOE,141,"26,80608365019011406844106463878326996198"
822,PSOE,147,"25,65445026178010471204188481675392670157"
1077,PSOE,84,"25,45454545454545454545454545454545454545"
3559,PSOE,173,"38,87640449438202247191011235955056179775"
5599,PSOE,92,"16,51705565529622980251346499102333931777"
1315,PSOE,66,"21,56862745098039215686274509803921568627"
1043,PSOE,118,"29,20792079207920792079207920792079207921"
4018,PSOE,201,"39,64497041420118343195266272189349112426"
6109,PSOE,164,"33,8842975206611570247933884297520661157"
2063,PSOE,158,"36,74418604651162790697674418604651162791"
2148,PSOE,162,"42,40837696335078534031413612565445026178"
5888,PSOE,142,"26,84310018903591682419659735349716446125"
1485,PSOE,135,"23,4375"
5038,PSOE,160,"29,57486136783733826247689463955637707948"
4681,PSOE,165,"35,33190578158458244111349036402569593148"
4120,PSOE,168,"43,86422976501305483028720626631853785901"
856,PSOE,189,"31,71140939597315436241610738255033557047"
3508,PSOE,120,"38,58520900321543408360128617363344051447"
40,PSOE,117,"19,93185689948892674616695059625212947189"
2624,PSOE,179,"37,44769874476987447698744769874476987448"
3525,PSOE,106,"32,71604938271604938271604938271604938272"
3491,PSOE,216,"39,20145190562613430127041742286751361162"
5582,PSOE,175,"38,04347826086956521739130434782608695652"
1247,PSOE,138,"28,99159663865546218487394957983193277311"
1060,PSOE,87,"27,79552715654952076677316293929712460064"
2080,PSOE,177,"36,12244897959183673469387755102040816327"
1621,PSOE,107,"21,83673469387755102040816326530612244898"
516,PSOE,110,"26,31578947368421052631578947368421052632"
